Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
WIFI-54647,516943,2-High,[Lenovo-ThinkPad][Quanta][Confucius-AML][AX200][19H2][100%]AX200 “Fast Startup” test result fail measured by MSFT “Windows Assessment and Development Kit”,timdaway,16/May/20 12:08 AM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,21.80.0.4,PHWFW01363_21.110.0.3,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,P2-High,timdaway,"in the past we thought it is related to platform / bios. wake up interrupts takes time. after taking to the platform they thought it will be fixed in B step of TGL. this one here is AML and seems like sleep from the OS takes time (max time can be up to 16 ms). example: it means that sleep of 1us can take up to 16 ms.
Changed mechanism of osal wait that  in case of small amounts of sleep and in passive mode, the driver will busy wait.
comment from delivery:
    // if the wait is < 50 micro, we want to use osalUtilStallExecution instead of sleep because sleep is bound by system ticks and can be longer (up to 16ms)
    // than the original wait. osalUtilStallExecution time is more accurate",Fixed
WIFI-54635,516936,1-Critical,"[Lenovo ThinkPad JP][LCFC][X390][9560][19H1]Customer Complain issue: Wifi auto disconnect frequently,need Manually connect back to recovery",timdaway,15/May/20 11:23 AM,Lenovo - ThinkPad JP,Fixed,WinDriver->Performance,,,Closed,21.50.1.1/21.80.2.1,PHWFW01879_21.120.0.8,Jefferson Peak 2 Pulsar (9560),,,,,,,,verifyin-55,WiFi_WIN:21.80.9.2,,,,,,,,P2-High,lklugman,"Thp: Tx Tkip - Use Wrong PN

Description: The fix affect only Thp,
The bug inserted in a try to fix PN (Lower 16bit) wrap around bug in TKIP.

after the first fix the driver build the IV with uninitialized PN (always zero).
this commit fix the above.

",Fixed
WIFI-54630,516932,1-Critical,[Lenovo_X1 Carbon Gen8 ][CML]: The wlan upload speed is slow after resume from S0i3 (FR:1/15),timdaway,14/May/20 6:49 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Performance,,,Closed,phwfw01250_21.90.2.1g,PHWFW01363_21.110.0.3,Harrison Peak 2 Quasar (AX201),,,,,,,,performance,tccb_dp_q2_20,,,,,,,,P2-High,timdaway,"Issue was confirm to be same as WIFI-37613
Already fixed on core54

Root cause:
Before suspend flow, tlc set fixed rate for lowest rate and restore the original on resume.

After checking with FW TLC and D3 team, this flow is not needed anymore.",Fixed
WIFI-39305,482476,1-Critical,[Lenovo IdeaPad][Compal][20H1]Some HWIDs are missing in WifiDrv08Customizations.inf,caizhiqi,30/Apr/20 9:10 PM,Lenovo - IdeaPad,Fixed,WinDriver->Infrastructure,,,Closed,21.90.1.2,21.90.3.2,Harrison Peak 2 Quasar (AX201),,,,,,,,WiFi_WIN:21.90.2.1,WiFi_WIN:21.90.3.1,WiFi_WIN:21.90.3.2,,,,,,,P2-High,caizhiqi,"CoreCycle52_HF_21.90.3 e78dec134653d0f8cff8e03ae1a902c6d4888f21 
CoreCycle52_stab 86aed10392470ab90f3fc31951048d984e2a877a

customization INF doesn't pass the INF merger of core 51 & core 52, therefore, left with only one half of the devices. the fix is to make sure that both device IDs from core 51 & core 52 appear in the INF.
fix exists in master & core 53.",Fixed
WIFI-38918,482551,2-High,[Lenovo IdeaPad][Inhouse][YogaS950][ITL][20H1]disconnect from AP when idle (FR:5%),caizhiqi,22/Apr/20 12:15 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,21.80.0.4,,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-38633,457891,2-High,"[Lenovo-IdeaPad][Compal][Y740S-15IMH][CML-H][AX200/AX201][19H2]WLAN fail connect to AP with Encryption Type by TKIP with 21.90.0.9 PV(F/R: 100%), while it pass with EB 21.90.0.5",caizhiqi,16/Apr/20 5:30 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,21.90.0.9,PHWFW01263_21.90.3.1,Cyclone Peak 2 (AX200),Harrison Peak 2 Quasar (AX201),,,,,,,WiFi_WIN:21.80.7.2,,,,,,,,,P2-High,caizhiqi,"AP publish unicast cipher CCMP and multicast cipher TKIP in RSNIE but
the connection params received from the OS is unicast CCMP and multicast CCMP
and TKIP. The driver set the assoc params mgmt cipher from the OS connection
params
leading
to
invalid indication to the OS (send 11W connection to OS).
Fix:
Set the OS assoc params mgmt cipher from the AP multicast cipher algrithm and
not from the OS connection params.",Fixed
WIFI-38613,457908,2-High,[Lenovo-IdeaPad][LCFC][YogaC750-TGL][20H1][BSoD_0xD1][Netwtw08!DeviceControlLayer]BSoD occur while press F8 to turn on/off Airplane mode test,caizhiqi,15/Apr/20 11:07 AM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,PHWFW00527_21.70.0.6G,PHWFW01342_21.110.0.1,Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,,P2-High,caizhiqi,on radio on the FW send interrupt of FW chunk loaded (is not supported on Quasar). fix is to ignore this interrupt and clear it from the isr.,Fixed
WIFI-38515,437259,1-Critical,[Lenovo-IdeaPad][Quanta][YogaC640][CML-U][9650][ucode_assert_0x72]WLAN YB during overnight stress Ping Test,caizhiqi,10/Apr/20 5:01 PM,Lenovo - IdeaPad,Fixed,FW->Data Path,,,Closed,21.80.0.4,PHWFW01137_21.90.1.1,Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,,P2-High,caizhiqi,see 37935,Fixed
WIFI-38271,458158,1-Critical,[Thinkpad X250][Broadwell] [Win10 32-bit] [WLAN 21.70] Cannot install WLAN(Stone Peak 2) Driver via WirelessSetup.exe on Windows 10 32-bit,timdaway,31/Mar/20 3:22 PM,Lenovo - ThinkPad JP,Fixed,Installer,,,Closed,PHWFW00527G,21.100,Stone Peak 2 D1 (7265),,,,,,,,,,,,,,,,,P2-High,timdaway,CM_Get_Device_ID_List was set to get all devices instead of just present devices.,Fixed
WIFI-37678,439009,2-High,[Lenovo_IdeaPad][Compal][Y750-15IMH][CML-H][AX201][19H2]WLAN can not connect to AP with the Encryption Type set to TKIP,caizhiqi,16/Mar/20 11:40 AM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,"21.70.0.6;21.80.2.1",PHWFW01011_21.90.0.5,Harrison Peak 2 Quasar (AX201),,,,,,,,21.80,,,,,,,,,P2-High,caizhiqi,"OS always rejected the first EAPOL from the AP when connecting with TKIP and 11W.

Fix:
11W not supported when connecting with TKIP. When sending ASSOC complete indication to OS need to set the management multicast cipher algo to NONE.",Fixed
WIFI-36997,439138,2-High,[Lenovo-ThinkPad][LCFC][E14/E15][AMD Renoir][BSOD_0x133][Netwtw08!nicHandleEvent+d6][19H2]Power OnOff Test - Unit occurred BSOD 0x133(DPC_WATCHDOG_VLOLAT10N) when run MIKE restart test.,timdaway,27/Feb/20 3:51 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,21.70.0.6_PV_PHWFW00527,PHWFW00980_21.90.0.4,Thunder Peak 2 (9260),,,,,,,,WiFi_WIN:21.80.3.2,,,,,,,,,P2-High,mchechik,race between chunk load handler and image load WD handler,Fixed
WIFI-36368,439237,1-Critical,"[Lenovo-IdeaPad][Inhouse][S540-13][CML][Hrp2][19H2][SVT]Smart phone(iphone 11 & Samaung S10) cannot connect to the AX hotspot(no IP address, F/R: 100%)",caizhiqi,13/Feb/20 2:22 PM,Lenovo - IdeaPad,Fixed,WinDriver->WiFi Extensions,,,Closed,21.70.0.6, PHWFW00876_21.90.0.2,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,mchechik,"This issue only occurs on HE connection due to HTC support bit in HE MAC capabilities.
Galaxy S10 decides to turn on the 'Order Flag' bit in the DHCP frame control flags due to this bit.
This bit means that the MAC header has 4 additional bytes of HT Control (HTC).
The LLC comes right after the MAC header in the packet.
The OS complains that the LLC is invalid, even tho in pass/fail cases the LLC is the same.
If we remove the additional 4 bytes of HTC the connection succeeds.

Therefore this seems to be like an OS issue which is not taking the extra 4 bytes into consideration, thus dropping the DHCP request and not sending a DHCP reply for the driver to send.

As a temporal fix, disable the HTC supported bit in HE MAC capabilities for softAP/GO.


Sherlock: Delivered to master commit-id 7a6802ce8b99177e3cc3f30eefbda5c48fec2e57 By Hali, Jeffrey

",Fixed
WIFI-35904,439369,1-Critical,Lenovo-IdeaPad][Quanta][AMD Renoir][S750 ARE][AX200][19H2][ucode_assert_0x0EE6]Mardom Standby Resume Time is over Spec 500ms.,caizhiqi,31/Jan/20 8:46 PM,Lenovo - IdeaPad,Fixed,FW->MVM,,,Closed,21.70.0.6,PHWFW00779_21.80.0.4,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,P2-High,mchechik,wrong maintenance of bindArb DB upon RfKill interrupt in D3,Fixed
WIFI-34827,439585,2-High,[Lenovo-IdeaPad][LCFC][S350-IML][Commet lake][AX201][19H2] Isolation measurement gap between Intel Ant tool and Network Analyzer,xyan17x,26/Dec/19 1:19 PM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,OEM_ANT_04294_11_1932_0G,PHWFW01011_21.90.0.5,Harrison Peak 2 Quasar (AX201),,,,,,,,ANT,oem_tools,,,,,,,,P2-High,xyan17x,Misunderstanding of LUT15 in TXP,Fixed
WIFI-34495,439639,2-High,[Lenovo Desktop][Wistron][M70A][CML-S][9560/9462][19H2][Reopen]WLAN fail to connect to AP with WPA2-PSK[TKIP] mode with UEFI driver,caizhiqi,27/Dec/19 1:48 PM,Lenovo - Desktop,Fixed,UEFIDriver,,,Closed,UEFI 1.1.3-19463 release for 21.60,"UEFI_build_core51-20 , UEFI_build_nightly-1173 ",Jefferson Peak 1 Quasar (9462),Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,P2-High,caizhiqi,TKIP parwise cipher wasn't enabled for GEN2 devices,Fixed
WIFI-34386,439654,1-Critical,[Lenovo-IdeaPad][Inhouse][S540-13][CML][AX201][19H2][SVT][ucode_assert_0x66]WLAN can not search any AP after resume from MS and Radio ON/OFF,caizhiqi,25/Dec/19 3:48 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,21.60.0.5,PHWFW00429_21.70.0.5,Harrison Peak 2 Quasar (AX201),,,,,,,,WiFi_WIN:21.70.0.4,windrv_tccb_review_done,,,,,,,,P2-High,caizhiqi,"during radio ON flow we checked if we are on resume flow by checking the
d3 flags in the D3 manager.
the flags were never cleared so reading them as indication for resume flow is
wrong",Fixed
WIFI-33575,439888,2-High,[Lenovo-IdeaPad][Inhouse][ICL-U][C940][9560][Netwtw08!prvHmfmUpdateHtInBssEntry]BSoD 0xd1 and point to netwtw 08 during idle,caizhiqi,28/Nov/19 4:05 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,21.30.3.2,PHWFW00193_21.60.0.5,Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,,P2-High,caizhiqi,duplication of WIFI-29651,Fixed
WIFI-33319,439966,1-Critical,[Lenovo Desktop][Wistron][T550][CML-S_10+2][9260][19H2][BSoD_0x7C][NDIS!ndisMInitializeAdapter]BSOD happen when installing Windows OS with inbox wlan driver 20.50.0.5 (F/R: 100%),caizhiqi,21/Nov/19 2:48 PM,Lenovo - Desktop,Fixed,WinDriver->System flows,,,Closed,Inbox Driver 20.50.0.5,,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-33244,439996,2-High,"[Lenovo-Ideapad] [Compal][V330-14IGM][Gemini Lake ][3165][19H2]Unit show ""Intel(R) Dual Band Wireless-AC 3165 "" lost in Device Manager when do S3/S4 stress test",caizhiqi,19/Nov/19 9:30 AM,Lenovo - IdeaPad,Fixed,WinDriver->Platform,,,Closed,19.51.24.3(TIC: STHWFW6140G),PHWFW00614_21.80.0.2,Stone Peak 1 (3165),,,,,,,,WiFi_WIN:19.51.26.1,WiFi_WIN:19.51.27.1,,,,,,,,P2-High,caizhiqi,"Here we got surprise remove + OID request right after it, the
jobScheduler was stopped so we never handled the OID yet we returned PENDING status.

Don't accept the OID instead to avoid the above scenario.


second issue repro was caused due to trying to access the HW without setting init done bit",Fixed
WIFI-33009,440073,2-High,[Lenovo IdeaPad][Bitland][ThinkBook Plus][CML]Intel AX201 Wifi RX CPT test fail,xyan17x,12/Nov/19 10:23 AM,Lenovo - IdeaPad,Fixed,WLAN bluetooh coex,,,Closed,"WLAN21.50.0.5;BT21.50.0.1",,Harrison Peak 2 Quasar (AX201),,,,,,,,WIFI_BT_COEX,,,,,,,,,P2-High,jhe36,,Fixed
WIFI-32534,440192,1-Critical,"[Lenovo-ideaPad][LCFC-HF]The driver(Netwtw06 & Netwtw04) of phwfw00125_21.50.1.1L cannot be installed due to digitally signed issue, while driver of G layout is OK",caizhiqi,31/Oct/19 9:13 AM,Lenovo - IdeaPad,Fixed,WinDriver->Installation,,,Closed,phwfw00125_21.50.1.1l,PHWFW00151_21.50.1.1,Snowfield Peak (8260),Stone Peak 1 (3165),,,,,,,,,,,,,,,,P2-High,mchechik,Cat files for net04 and net06 were missing at L layout.,Fixed
WIFI-32131,440274,1-Critical,[Lenovo-IdeaPad][CML][S540-13][19H1][SVT][JfP2][Assert_0x1060]Disconnect from AP after Resume from MS,caizhiqi,23/Oct/19 4:53 PM,Lenovo - IdeaPad,Fixed,FW->WoWlan,,,Closed,21.50.0.5,PHWFW00122_21.60.0.1,Jefferson Peak 2 Quasar (9560),,,,,,,,RDR,surface,WeekPlan,,,,,,,P2-High,hdreyfus,"There issue on the logs is the same as WIFI-31235 and the fix was delivered to core49.


The scenario:

1. Connecting to AP
2. EAPOL transaction is in progress (first EAPOL was sent from AP)

3. Driver got D3 (sleep) request 

<Issue happen here> Driver goes to sleep before encryption is ready.



The solution:

In case of sleep request without encryption ready, first fail the connection.
",Fixed
WIFI-32061,440304,1-Critical,[Lenovo-IdeaPad][Inhouse][FieldIssue][ICL-U][C940 ]AX201 scan no AP list and wlan can not be disable in DM after resume from MS(long time),caizhiqi,21/Oct/19 10:19 AM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,21.50.0.5,,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-31981,440347,2-High,"[Lenovo-ideaPad][LCFC-HF][ Y540-15/17 N18P-G0_EMI _FFRT][9462]Protocol type show ""802.11n"" but not ""802.11ac"" in WIFI Properties page when AP setting is 5G 160MHz BW + 21.30.3.2 Driver. (F/R:100% )",caizhiqi,17/Oct/19 9:38 AM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,STHWFW5926_21.30.3.2G,,Jefferson Peak 1 Pulsar (9462),,,,,,,,windrv_tccb_review_done,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-31961,440357,2-High,[Lenovo-IdeaPad][CML][S540-13][19H1][SVT][JfP2][Netwtw08!dpPeerDbDecTotalNblsCount]BSOD 0x7e point to Netwtw08 when cold boot with 21.50.0.5,caizhiqi,16/Oct/19 12:10 PM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,PHWFW00091_21.50.0.5,PHWFW00210_21.70.0.1,Jefferson Peak 2 Quasar (9560),,,,,,,,dp_tccb_sep_dec_19,race_TX__peerremoval,WiFi_WIN:99.0.50.5,WiFi_WIN:99.0.52.1,zombie,,,,,P2-High,mchechik,Mac flush triggered incorrectly,Fixed
WIFI-31943,440362,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][C940][AX201]Switch AP fail in MS mode after AP1 OFF and AP2 ON,caizhiqi,15/Oct/19 5:18 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,21.30.3.2,PHWFW00122_21.60.0.1,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,caizhiqi,"fw cleared match info when receiving new scan request.
the driver sent new scan request immediately on d3 exit without waiting for the match notification.

Drv did not configured uCode for passing Match notif",Fixed
WIFI-31516,440511,1-Critical,[Lenovo-ideaPad][LCFC-HF]The driver of sthwfw6152_21.40.2.2 L cannot be installed.,caizhiqi,27/Sep/19 5:33 PM,Lenovo - IdeaPad,Fixed,Installer,,,Closed,sthwfw6152_21.40.2.2l,,Stone Peak 1 (3165),,,,,,,,,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-30989,440691,2-High,[Lenovo Japan][Sideswipe][CCP2]:Wifi device changed to YB and BT device changed to USB unknown Device/Lost during S3 stress test(Failrate : 1/1000),timdaway,12/Sep/19 2:48 PM,Lenovo - ThinkPad JP,Fixed,System->MAC,,,Closed,21.40.2.2,PHWFW00030_21.50.0.2,Cyclone Peak 2 (AX200),,,,,,,,mac_access,YellowBang,,,,,,,,P2-High,timdaway,"same as 28562 (mac access issue).
Full solution in 21.50.0 release.",Fixed
WIFI-30708,440813,2-High,[Lenovo_IdeaPad][Y740S-15IRH][Compal][19H1]Bluescreen 0XD1 when shutdown unit. prvHmfmUpdateHtInBssEntry(),caizhiqi,05/Sep/19 8:40 AM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,21.30.3.2,PHWFW00020_21.50.0.1,Jefferson Peak 2 Pulsar (9560),,,,,,,,cand_to_move_to_cnct,,,,,,,,,P2-High,caizhiqi,same as WIFI-29651,Fixed
WIFI-30595,440859,1-Critical,[Lenovo-IdeaPad][CML][S540-13][9560][ucode_assert]9560 Ping Fail resume from MS(F/R:1/100),caizhiqi,03/Sep/19 5:38 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,21.30.3.2,PHWFW00074_21.50.0.5,Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,,P2-High,mchechik,same as WIFI-28199 ,Fixed
WIFI-29828,441244,2-High,"[Lenovo-Ideapad][LCFC][YogaS145-IIL_EVT] Connected AP show ""no internet"" and Mobile hotspot can't be turned with Intel 9462 WLAN card.",caizhiqi,08/Aug/19 10:28 AM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,STHWFW5926_21.30.3.2G,STHWFW6037_21.40.1.3,Jefferson Peak 1 Quasar (9462),,,,,,,,QSR_JFP1_SAD,,,,,,,,,P2-High,mchechik,"TXP_CHAIN_ANT_MISMATCH_WA should be set only in HW where TXP support 
and we have HW bug in diversity. should be fix in Solar. 
due to this WA TRM copy all data from chain B to chain A causing to Ant B to be obsolete",Fixed
WIFI-29827,441245,2-High,[Lenovo-IdeaPad][Quanta][ThinkBook 14-IML/ThinkBook 15-IML][WHL-U][9462]Connect 2.4GHz(O-RSSI) AP has error message: Asscociating Fail,caizhiqi,08/Aug/19 10:22 AM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,21.30.3.2,STHWFW6127_21.40.1.4,Jefferson Peak 1 Quasar (9462),Jefferson Peak 2 Quasar (9560),,,,,,,dp_tcb_ioactive,,,,,,,,,P2-High,mchechik,"QsR + JfP SAD was fixed by YairN.
Need to ask him to fill the RC.",Fixed
WIFI-29547,441389,2-High,[Lenovo-Ideapad][LCFC][YogaS145-IIL_EVT] Intel 9462 Miracast connect fail.,caizhiqi,30/Jul/19 10:29 AM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,STHWFW5926_21.30.3.2G,STHWFW6037_21.40.1.3,Jefferson Peak 1 Quasar (9462),,,,,,,,QSR_JFP1_SAD,,,,,,,,,P2-High,mchechik,"TXP_CHAIN_ANT_MISMATCH_WA should be set only in HW where TXP support 
and we have HW bug in diversity. should be fix in Solar. 
due to this WA TRM copy all data from chain B to chain A causing to Ant B to be obsolete",Fixed
WIFI-29347,441474,1-Critical,[Lenovo ThinkPad China][LCFC][Skids/Mudflap(E14/E15)][Ax201] HE160 (TX) cond. throughput performance worse than HE80 (TX) w/ high attenuation,jhe36,24/Jul/19 8:50 AM,Lenovo - ThinkPad China,Fixed,Product->OEM customization,,,Closed,21.30.2.1,,Harrison Peak 2 Quasar (AX201),,,,,,,,performance,,,,,,,,,P2-High,aparhi,,Fixed
WIFI-29258,441509,1-Critical,"[Lenovo IdeaPad][LCFC][YogaC740-14/15IML][CML][AX201/9560]WLAN show ""no internet"" and ping gateway fail when playing online video with 'auto connect' unchecked.",caizhiqi,22/Jul/19 9:40 PM,Lenovo - IdeaPad,Fixed,FW->Data Path,,,Closed,21.30.3.2,STHWFW6037_21.40.1.3,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,mchechik,"When the command handler of station key add modify was uploaded, the
response was also upload but there not wait to the LMAC to end configure
the new key.
If enter rx frame with the OLD key, it's PN is bigger then the new PN
(zero) and cause to the driver to drop all the next frames on replay
check.",Fixed
WIFI-28872,441657,1-Critical,[Lenovo ThinkPad JP][Sideswipe][CML][JfP2] BSOD 0xD1 occurs during streaming via mobile hotspot with WWAN by Netwtw08!dpPeerDbUpdateShouldNotifyPeerTimChange+0x2b Function,timdaway,16/Jul/19 4:49 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Performance,,,Closed,sthwfw5672_21.20.1.1g,STHWFW6008_21.40.1.2,Jefferson Peak 2 Pulsar (9560),,,,,,,,dp_tccb_func,dptccb_sep_bsod,WiFi_WIN:21.40.1.2,WiFi_WIN:99.0.48.2,WiFi_WIN:99.0.49.4,windrv_tccb_review_done,,,,P2-High,mchechik,"Root Cause: Because of intensive traffic, no empty queues left (DQA)
When arriving frame for GO, GO trying to add station, and call to dpAddPeer.
dpAddPeer trying to assign peer scheduler, but cannot find empty data queue (no empty queues), and call to dpRemovePeer (add peer failed)
after that GO doesn't check if add peer succeed or failed call to dpConfigEnableTimBitmapApi, and this function trying to acces dataPathPeerDB with given peerId (that failed to be added) -> NULL Access ->BSOD",Fixed
WIFI-28594,441740,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][AX201]AX201D2W Adaptivity Test fail,bzhan21,10/Jul/19 8:16 PM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,21.20.2.1,STHWFW6037_21.40.1.3,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,mchechik,"'
[BUGFIX] PHY: Fix mPAPD regulatory issue in 40/80/160 BW

Sending CTS in mPAPD flow always in 20MHz which cause that we check the
CCA in the CTS only in 20MHz while the other frame in the mPAPD flow
(in Full flow) can be transmit in all BW and not checked the CCA. this
can cause regulation problem.",Fixed
WIFI-28562,441757,1-Critical,[Lenovo ThinkPad JP][Nighthawk][CFL-R][CcP2] WIFI encounter Yellow mark with error code 10 and Bluetooth device lost after reboot with Intel CCP2 module. (FR: 1/100).,timdaway,10/Jul/19 2:51 PM,Lenovo - ThinkPad JP,Fixed,System->MAC,,,Closed,21.10.1.2,STHWFW6147_21.40.2.2,Cyclone Peak 2 (AX200),,,,,,,,mac_access,YellowBang,,,,,,,,P2-High,mchechik,"Root Cause is WIP.
WA implemented as defined in WIFI-21419.",Fixed
WIFI-28192,441938,1-Critical,"[Lenovo-ideaPad][LCFC-HF][19H1_PLD Y540 EG0/EG1/PG0][9462/9560]Units connected  to AP(internet enable) but show ""no internet"".",caizhiqi,02/Jul/19 10:05 AM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,"21.20.0.5;21.30.3.1",,Jefferson Peak 1 Pulsar (9462),Jefferson Peak 2 Pulsar (9560),,,,,,,dp_tccb_irr,LimitedConnectivity,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-28004,442007,1-Critical,[Lenovo ThinkPad China][Wistron][L13 Yoga/Ares][CML][AX201] WiFi device is not detected and Subsys ID show 0000 in S4 long run test,flee5,27/Jun/19 2:55 PM,Lenovo - ThinkPad China,Fixed,FW->Power Management,,,Closed,21.20.1.1,,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,flee5,,Fixed
WIFI-27842,442050,2-High,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][BSoD_0x7E][Netwtw08!bssVifGetMacIdAndColorAPI]9560 BSOD 0x7E happen while MS functions testing,caizhiqi,25/Jun/19 9:53 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,STHWFW5725_21.20.2.1 HF2,STHWFW5796_21.30.1.1,Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,,P2-High,mchechik,"I extracted the ddd and the root cause of this issue is not changing the ORD of media state connection in function prvBssVifClcResetToUnassocNoUcode which is called

when aborting caused by miniport reset.

which maked D3 mgr think driver is assoc and wowlan is  enabled.

 

fix: change the ORD in function prvBssVifClcResetToUnassocNoUcode to represent media state.
",Fixed
WIFI-27838,442051,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][9560]assert 0x1F15 was found and Roaming fail during MS Roaming test,caizhiqi,25/Jun/19 8:46 PM,Lenovo - IdeaPad,Fixed,FW->Data Path,,,Closed,21.30.0.3,STHWFW5796_21.30.1.1,Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,,P2-High,mchechik,"At exit from D3 the Tx manager update to the current SN of the queue
that it station & TID was used in wowlan.
In Quasar the write pointer is only 8 bit, and all the 12 bit of the SN
was write into the TVQM.
When deleting virtual queue for validate the queue is empty checking the
queue read and write pointers.
In the flow of exit from D3 and right after removing the queue, the last
update was 12bit by the tx manager and the assert was accurred",Fixed
WIFI-27541,442150,1-Critical,"[Lenovo-IdeaPad][Compal][CML][S540-14CML&C340-14CML][9462/9560][ucode_assert_0x34]Mobile hotspot cannot be established when connect to internet by Lan cable/2.4GHz/5GHz AP.(F/R:1/2units, 1/6cycles)",caizhiqi,21/Jun/19 9:22 PM,Lenovo - IdeaPad,Fixed,FW->Power Save,,,Closed,21.20.1.1,STHWFW5972_21.40.0.1,Jefferson Peak 1 Quasar (9462),,,,,,,,,,,,,,,,,P2-High,mchechik,"In 1x1 products RLC config command access PHY registers, but command does not power-on PHY therefore we get stuck",Fixed
WIFI-27530,442153,2-High,[Lenovo-IdeaPad][Bitland][v540s][Comet Lake]Wlan device has yellow mark in DM after preload process completed first time OOBE to OS,caizhiqi,21/Jun/19 2:22 PM,Lenovo - IdeaPad,Fixed,3rd Party,,,Closed,sthwfw5672_21.20.1.1g,,Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,,P2-High,caizhiqi,,Fixed
